formal,informal
درخواست شما رد شده و علت آن به ایمیل شما ارسال شده است,درخواست رد شد، دلیلش ایمیلت اومده
شما نمی‌توانید این حساب کاربری را بدون تایید شماره موبایل حذف نمایید,حساب رو بدون تأیید موبایل نمی‌تونی پاک کنی
لطفاً قبل از ارسال درخواست، تمامی اطلاعات وارد شده را به دقت بررسی نمایید,قبل درخواست همه داده‌ها رو با دقت چک کن
درخواست شما با موفقیت ثبت شده و برای بررسی به بخش مربوطه ارسال شد,درخواست ثبت و فرستاده شد بخش مربوطه
شما مجاز به ارسال پیام‌های بیشتر از ۵۰۰ کاراکتر نیستید,پیام بالای ۵۰۰ حرف نمی‌تونی بفرستی
لطفاً برای امنیت حساب خود، تایید دو مرحله‌ای را فعال نمایید,برای امنیت حسابت تایید دو مرحله‌ای روشن کن
درخواست شما در حال پردازش است، لطفاً تا دریافت نتیجه صبر نمایید,درخواستت داره پردازش می‌شه، تا جواب صبر کن
شما نمی‌توانید بدون تایید ایمیل، اطلاعات حساب کاربری را تغییر دهید,قبل تغییر باید ایمیلت تأیید شده باشه
لطفاً برای بازیابی رمز عبور، ایمیل ثبت شده خود را وارد و کد تایید را دریافت نمایید,برای بازیابی رمز ایمیلت رو بده و کد بگیر
درخواست شما رد شد، لطفاً دلیل آن را بررسی و مجدداً تلاش کنید,درخواست رد شد، دلیلشو بررسی و دوباره بفرست
شما نمی‌توانید چندین بار از یک ایمیل برای ثبت نام استفاده کنید,نمی‌شه یک ایمیل رو چندبار ثبت نام کنی
لطفاً فایل‌های با فرمت‌های مجاز را انتخاب و آپلود نمایید,فایل‌ها باید فرمت‌های قابل قبول داشته باشند
درخواست شما موفقیت‌آمیز بود و اطلاعات به روز شد,درخواست موفق بود و اطلاعات آپدیت شد
شما نمی‌توانید این پیام را پس از ارسال ویرایش کنید,بعد از فرستادن نمی‌تونی پیامو تغییر بدی
لطفاً برای ادامه، شماره تلفن همراه خود را وارد و تایید نمایید,شماره موبایلت رو بده و تأیید کن
درخواست شما در صف انتظار قرار دارد، لطفاً تا پاسخ صبر نمایید,درخواست تو صفه، صبر کن تا جواب بدن
شما مجاز به حذف این فایل نمی‌باشید، لطفاً با مدیر سیستم تماس بگیرید,اجازه پاک کردن این فایل رو نداری، با مدیر تماس بگیر
لطفاً رمز عبور خود را وارد کنید,رمزتو وارد کن
امکان مشاهده این صفحه فقط برای اعضای سایت است,فقط اعضا می‌تونن این صفحه رو ببینن
درخواست شما با موفقیت ارسال شد,درخواستت فرستاده شد
برای ادامه باید وارد حساب کاربری شوی,باید وارد حساب بشی تا ادامه بدی
ایمیل وارد شده معتبر نیست، لطفاً دوباره امتحان کن,ایمیل درست نیست، دوباره بزن
شما نمی‌توانید این فایل را دانلود کنید,نمی‌تونی این فایل رو دانلود کنی
تغییرات شما با موفقیت ذخیره شد,تغییراتو ذخیره کردم
برای ارسال پیام لطفاً نام خود را وارد کنید,برای پیام دادن اسم بده
کد تایید به شماره شما ارسال شد,کد به شماره‌ت فرستادم
امکان ثبت نام با این شماره وجود ندارد,این شماره نمی‌تونه ثبت نام کنه
لطفاً همه فیلدهای لازم را پر کنید,همه جاها رو پر کن
دسترسی شما به این بخش محدود شده است,نمی‌تونی اینجا بری
شما قبلاً وارد شده‌اید,قبلاً وارد شدی
لطفاً ایمیل خود را تایید کنید,ایمیل رو تأیید کن
تاریخ تولد وارد شده صحیح نیست,تاریخ تولدت درست نیست
کد تخفیف معتبر نیست,کد تخفیف خراب یا باطل شده
شما نمی‌توانید این کار را انجام دهید,نمی‌تونی این کارو بکنی
این گزینه برای شما فعال نیست,این گزینه برای تو نیست
تعداد تلاش‌های شما برای ورود محدود است,ورودت چندبار محدود شده
اطلاعات وارد شده ذخیره نشده است,اطلاعات ذخیره نشد
شما قبلاً این فرم را پر کرده‌اید,این فرم رو قبلاً پر کردی
لطفاً شماره تماس را وارد کنید,شماره تلفنت رو بده
برای ادامه باید قوانین را بپذیرید,برای ادامه باید قبولشون کنی
رمز عبور باید حداقل ۸ کاراکتر باشد,رمز باید حداقل ۸ تا حرف داشته باشه
خطا در ثبت نام، دوباره امتحان کن,ثبت نام خطا داد، دوباره بزن
برای بازیابی رمز عبور ایمیل خود را وارد کن,برای بازیابی رمز ایمیلت رو بده
فایل انتخاب شده خیلی بزرگ است,فایل خیلی بزرگه
شما نمی‌توانید چندین بار با یک ایمیل ثبت نام کنید,با یه ایمیل چندبار نمی‌شه ثبت نام کرد
لطفاً پسورد خود را تایید کنید,پسوردت رو تایید کن
درخواست شما در حال بررسی است,درخواستت داره بررسی می‌شه
شماره موبایل شما تایید نشده است,شماره موبایلت تأیید نشده
امکان تغییر اطلاعات پس از ارسال وجود ندارد,بعد فرستادن نمی‌تونی اطلاعاتو عوض کنی
لطفاً کد تایید را وارد نمایید,کد تأیید رو بزن
شما دسترسی لازم برای این بخش را ندارید,اجازه نداری اینجا رو ببینی
